repetition,sample_mean,lower,upper,contains_true_mean,status
368,26.116297521144137,25.332311927328117,26.900283114960157,TRUE,Contains true mean
369,26.021407798818068,25.237422205002048,26.805393392634087,TRUE,Contains true mean
370,26.54845788242267,25.76447228860665,27.33244347623869,TRUE,Contains true mean
371,25.85957222462897,25.07558663081295,26.64355781844499,TRUE,Contains true mean
372,25.717129817252257,24.933144223436237,26.501115411068277,TRUE,Contains true mean
373,26.138551723048906,25.354566129232886,26.922537316864926,TRUE,Contains true mean
374,25.888572389787733,25.104586795971713,26.672557983603753,TRUE,Contains true mean
375,25.328577751547385,24.544592157731365,26.112563345363405,TRUE,Contains true mean
376,26.34459797321143,25.560612379395412,27.12858356702745,TRUE,Contains true mean
377,25.70073705708507,24.91675146326905,26.48472265090109,TRUE,Contains true mean
378,25.763881926399268,24.979896332583248,26.547867520215288,TRUE,Contains true mean
379,26.126180855434402,25.342195261618382,26.910166449250422,TRUE,Contains true mean
380,25.79497682822814,25.01099123441212,26.57896242204416,TRUE,Contains true mean
381,25.153780191446938,24.369794597630918,25.937765785262958,FALSE,Misses true mean
382,25.927959753062026,25.143974159246007,26.711945346878046,TRUE,Contains true mean
383,26.725061350109115,25.941075756293095,27.509046943925135,TRUE,Contains true mean
384,25.900779925181812,25.116794331365792,26.684765518997832,TRUE,Contains true mean
385,26.410096066480758,25.626110472664738,27.194081660296778,TRUE,Contains true mean
386,25.307972956071378,24.523987362255358,26.091958549887398,TRUE,Contains true mean
387,25.55107785410418,24.76709226028816,26.3350634479202,TRUE,Contains true mean
388,26.269753519052053,25.485767925236033,27.053739112868072,TRUE,Contains true mean
389,25.519059664297913,24.735074070481893,26.303045258113933,TRUE,Contains true mean
390,25.785699221036097,25.001713627220077,26.569684814852117,TRUE,Contains true mean
391,26.198482113951712,25.414496520135692,26.982467707767732,TRUE,Contains true mean
392,26.38026145393242,25.5962758601164,27.16424704774844,TRUE,Contains true mean
393,26.791007368823205,26.007021775007185,27.574992962639225,FALSE,Misses true mean
394,26.873148106404834,26.089162512588814,27.657133700220854,FALSE,Misses true mean
395,25.760651468103266,24.976665874287246,26.544637061919286,TRUE,Contains true mean
396,26.200263075378867,25.416277481562847,26.984248669194887,TRUE,Contains true mean
397,26.158072969748698,25.374087375932678,26.942058563564718,TRUE,Contains true mean
398,26.314945668332186,25.530960074516166,27.098931262148206,TRUE,Contains true mean
399,26.615740978884126,25.831755385068107,27.399726572700146,TRUE,Contains true mean
400,26.27126855443111,25.48728296061509,27.05525414824713,TRUE,Contains true mean
401,26.04264215450153,25.25865656068551,26.82662774831755,TRUE,Contains true mean
402,25.66319323661012,24.8792076427941,26.44717883042614,TRUE,Contains true mean
403,25.921451425712114,25.137465831896094,26.705437019528134,TRUE,Contains true mean
404,25.80852493904664,25.02453934523062,26.59251053286266,TRUE,Contains true mean
405,26.749981946990907,25.965996353174887,27.533967540806927,TRUE,Contains true mean
406,25.837361770812564,25.053376176996544,26.621347364628583,TRUE,Contains true mean
407,25.964824885725132,25.180839291909113,26.748810479541152,TRUE,Contains true mean
408,25.744440081178254,24.960454487362234,26.528425674994274,TRUE,Contains true mean
409,25.759898223496787,24.975912629680767,26.543883817312807,TRUE,Contains true mean
410,26.552534932966935,25.768549339150916,27.336520526782955,TRUE,Contains true mean
411,25.661481629458518,24.877496035642498,26.445467223274537,TRUE,Contains true mean
412,25.551381711010897,24.767396117194878,26.335367304826917,TRUE,Contains true mean
413,26.4979590003673,25.71397340655128,27.28194459418332,TRUE,Contains true mean
414,26.428730403577656,25.644744809761637,27.212715997393676,TRUE,Contains true mean
415,26.300202390940516,25.516216797124496,27.084187984756536,TRUE,Contains true mean
416,26.805884128964202,26.021898535148182,27.58986972278022,FALSE,Misses true mean
417,26.29720333930918,25.51321774549316,27.0811889331252,TRUE,Contains true mean
418,25.774006720228083,24.990021126412064,26.557992314044103,TRUE,Contains true mean
419,26.046708051542563,25.262722457726543,26.830693645358583,TRUE,Contains true mean
420,26.29203982090228,25.50805422708626,27.0760254147183,TRUE,Contains true mean
421,25.7929721772518,25.00898658343578,26.57695777106782,TRUE,Contains true mean
422,25.92175283670043,25.13776724288441,26.70573843051645,TRUE,Contains true mean
423,25.889150788470854,25.105165194654834,26.673136382286874,TRUE,Contains true mean
424,25.49961253988394,24.71562694606792,26.28359813369996,TRUE,Contains true mean
425,25.718653478386695,24.934667884570676,26.502639072202715,TRUE,Contains true mean
426,26.865562020175872,26.081576426359852,27.649547613991892,FALSE,Misses true mean
427,25.6765226027211,24.89253700890508,26.46050819653712,TRUE,Contains true mean
428,26.558028955447956,25.774043361631936,27.342014549263975,TRUE,Contains true mean
429,26.019198653039965,25.235213059223945,26.803184246855984,TRUE,Contains true mean
430,25.845196271899237,25.061210678083217,26.629181865715257,TRUE,Contains true mean
431,26.079791870773573,25.295806276957553,26.863777464589592,TRUE,Contains true mean
432,25.90285554693224,25.11886995311622,26.68684114074826,TRUE,Contains true mean
433,25.712253550680483,24.928267956864463,26.496239144496503,TRUE,Contains true mean
434,26.487779176448118,25.7037935826321,27.271764770264138,TRUE,Contains true mean
435,26.235101902011746,25.451116308195726,27.019087495827765,TRUE,Contains true mean
436,26.20003487064266,25.41604927682664,26.98402046445868,TRUE,Contains true mean
437,26.457357627769973,25.673372033953953,27.241343221585993,TRUE,Contains true mean
438,26.16923403086589,25.38524843704987,26.95321962468191,TRUE,Contains true mean
439,26.05382976745319,25.26984417363717,26.83781536126921,TRUE,Contains true mean
440,26.172799250013625,25.388813656197605,26.956784843829645,TRUE,Contains true mean
441,25.596111559556224,24.812125965740204,26.380097153372244,TRUE,Contains true mean
442,26.232096485547448,25.448110891731428,27.016082079363468,TRUE,Contains true mean
443,25.960643741882404,25.176658148066384,26.744629335698423,TRUE,Contains true mean
444,26.2260409066019,25.44205531278588,27.01002650041792,TRUE,Contains true mean
445,25.138084133663043,24.354098539847023,25.922069727479062,FALSE,Misses true mean
446,25.697656272571738,24.913670678755718,26.481641866387758,TRUE,Contains true mean
447,25.558225936844988,24.774240343028968,26.342211530661007,TRUE,Contains true mean
448,26.43887845877823,25.65489286496221,27.22286405259425,TRUE,Contains true mean
449,25.93861174385297,25.15462615003695,26.72259733766899,TRUE,Contains true mean
450,26.074466597689064,25.290481003873044,26.858452191505084,TRUE,Contains true mean
451,26.482067982719474,25.698082388903455,27.266053576535494,TRUE,Contains true mean
452,25.924032801292988,25.140047207476968,26.708018395109008,TRUE,Contains true mean
453,25.612428605389347,24.828443011573327,26.396414199205367,TRUE,Contains true mean
454,26.017939603246695,25.233954009430676,26.801925197062715,TRUE,Contains true mean
455,25.784467383547828,25.000481789731808,26.568452977363847,TRUE,Contains true mean
456,25.09096704112884,24.306981447312822,25.87495263494486,FALSE,Misses true mean
457,26.207663772074213,25.423678178258193,26.991649365890233,TRUE,Contains true mean
458,26.38736519416698,25.60337960035096,27.171350787983,TRUE,Contains true mean
459,25.918510600718733,25.134525006902713,26.702496194534753,TRUE,Contains true mean
460,26.85840013270614,26.07441453889012,27.64238572652216,FALSE,Misses true mean
461,25.901548732911802,25.117563139095783,26.685534326727822,TRUE,Contains true mean
462,26.5433912055741,25.75940561175808,27.32737679939012,TRUE,Contains true mean
463,26.051337229501588,25.267351635685568,26.835322823317608,TRUE,Contains true mean
464,26.135996701301277,25.352011107485257,26.919982295117297,TRUE,Contains true mean
465,25.453246531565306,24.669260937749286,26.237232125381325,TRUE,Contains true mean
466,26.101176801779797,25.317191207963777,26.885162395595817,TRUE,Contains true mean
467,26.149665147547413,25.365679553731393,26.933650741363433,TRUE,Contains true mean
468,25.923449766833933,25.139464173017913,26.707435360649953,TRUE,Contains true mean
469,24.988209032133238,24.204223438317218,25.772194625949258,FALSE,Misses true mean
470,26.128499816418863,25.344514222602843,26.912485410234883,TRUE,Contains true mean
471,26.121809025756104,25.337823431940084,26.905794619572124,TRUE,Contains true mean
472,26.133016348929324,25.349030755113304,26.917001942745344,TRUE,Contains true mean
473,26.145121549030726,25.361135955214706,26.929107142846746,TRUE,Contains true mean
474,25.54150093674866,24.75751534293264,26.325486530564678,TRUE,Contains true mean
475,26.44385261445377,25.65986702063775,27.22783820826979,TRUE,Contains true mean
476,26.130431644013637,25.346446050197617,26.914417237829657,TRUE,Contains true mean
477,26.17354245558576,25.38955686176974,26.95752804940178,TRUE,Contains true mean
478,25.9887201148226,25.20473452100658,26.772705708638618,TRUE,Contains true mean
479,25.824921378713082,25.040935784897062,26.608906972529102,TRUE,Contains true mean
480,26.380707186652714,25.596721592836694,27.164692780468734,TRUE,Contains true mean
481,25.972873158004756,25.188887564188736,26.756858751820776,TRUE,Contains true mean
482,25.928741507501528,25.144755913685508,26.712727101317547,TRUE,Contains true mean
483,25.776585909364464,24.992600315548444,26.560571503180483,TRUE,Contains true mean
484,25.800395196991737,25.016409603175717,26.584380790807757,TRUE,Contains true mean
485,25.378129836789167,24.594144242973147,26.162115430605187,TRUE,Contains true mean
486,25.912229275376315,25.128243681560296,26.696214869192335,TRUE,Contains true mean
487,25.512110496101965,24.728124902285945,26.296096089917985,TRUE,Contains true mean
488,25.53233022237478,24.748344628558762,26.3163158161908,TRUE,Contains true mean
489,26.32325653288576,25.53927093906974,27.10724212670178,TRUE,Contains true mean
490,25.645815219019077,24.861829625203058,26.429800812835097,TRUE,Contains true mean
491,25.760929858245753,24.976944264429733,26.544915452061772,TRUE,Contains true mean
492,26.42066680639957,25.63668121258355,27.20465240021559,TRUE,Contains true mean
493,25.777008276123972,24.993022682307952,26.560993869939992,TRUE,Contains true mean
494,25.295493883213656,24.511508289397636,26.079479477029675,TRUE,Contains true mean
495,26.05274956455292,25.2687639707369,26.83673515836894,TRUE,Contains true mean
496,26.372283282678204,25.588297688862184,27.156268876494224,TRUE,Contains true mean
497,26.503524159163877,25.719538565347857,27.287509752979897,TRUE,Contains true mean
498,26.081595745262078,25.297610151446058,26.865581339078098,TRUE,Contains true mean
499,25.779072755887537,24.995087162071517,26.563058349703557,TRUE,Contains true mean
500,25.663272570544823,24.879286976728803,26.447258164360843,TRUE,Contains true mean
