replicate,mean,lower,upper,covers
452,117.2712699102867,112.52946045926083,122.01307936131258,TRUE
453,118.42248803594038,112.8319129808257,124.01306309105505,TRUE
454,114.08613640989554,108.68152448209241,119.49074833769868,FALSE
455,124.95280832352393,119.0457057660892,130.85991088095864,TRUE
456,115.69345640822368,109.51203608405525,121.87487673239211,TRUE
457,118.76667791269617,111.75407805659994,125.7792777687924,TRUE
458,122.41497707013436,116.4908351622033,128.33911897806541,TRUE
459,121.45117531757663,115.44005508485881,127.46229555029444,TRUE
460,120.71817299918784,114.51050582449204,126.92584017388364,TRUE
461,118.61795296763141,112.14212541340815,125.09378052185467,TRUE
462,119.01822018068695,112.74221064275815,125.29422971861575,TRUE
463,121.10296280170705,115.55587586058873,126.65004974282537,TRUE
464,121.36288669981121,116.10776224657837,126.61801115304405,TRUE
465,116.22647580999475,109.94030657992283,122.51264504006667,TRUE
466,117.2611420862609,111.1950505057371,123.32723366678471,TRUE
467,119.47867378062894,113.77703339164404,125.18031416961384,TRUE
468,127.98019367515181,122.44995709115848,133.51043025914512,FALSE
469,115.09183906373997,107.69353597198128,122.49014215549866,TRUE
470,122.97649183349286,116.78875610181625,129.16422756516945,TRUE
471,124.85301935382775,117.31589074166857,132.39014796598693,TRUE
472,118.41858840247653,111.30903985267997,125.52813695227309,TRUE
473,118.59860379869573,113.65009461208962,123.54711298530185,TRUE
474,123.7642208877226,118.66005218391109,128.8683895915341,TRUE
475,121.78488205818925,115.61666066596199,127.95310345041652,TRUE
476,119.5382556595015,113.17425787125137,125.90225344775163,TRUE
477,125.78128959729685,120.45205537574554,131.11052381884815,FALSE
478,117.07869758467461,109.85772980297078,124.29966536637845,TRUE
479,121.71588684536243,115.89916126814134,127.53261242258353,TRUE
480,120.43742171595767,114.23963038371812,126.63521304819722,TRUE
481,120.33798146327557,114.21351298075813,126.46244994579301,TRUE
482,117.8703191955607,111.56131026583817,124.17932812528322,TRUE
483,125.26494049004623,120.35445922342423,130.17542175666824,FALSE
484,118.57666948013346,112.53118095663731,124.62215800362961,TRUE
485,117.6267677554857,110.87258739551763,124.38094811545378,TRUE
486,122.07216504433377,115.70014108929387,128.44418899937367,TRUE
487,122.52034126295156,115.57912489579275,129.46155763011038,TRUE
488,122.05111999318369,115.48099818534196,128.6212418010254,TRUE
489,120.68334689475617,114.70049592709634,126.666197862416,TRUE
490,115.90114049809148,110.23882631980166,121.5634546763813,TRUE
491,120.29613604395473,113.36644379376429,127.22582829414517,TRUE
492,118.08047247971864,111.96307351780216,124.19787144163512,TRUE
493,121.07684892484346,115.07956573572888,127.07413211395804,TRUE
494,118.16202015763281,111.98465537659051,124.33938493867511,TRUE
495,122.19754107635235,116.13303315781475,128.26204899488994,TRUE
496,120.18973699680728,114.32676314687643,126.05271084673814,TRUE
497,121.04303535354042,113.6153775774319,128.47069312964894,TRUE
498,119.88212652940726,114.06802451733043,125.69622854148409,TRUE
499,119.5538294383597,113.31812027514042,125.78953860157898,TRUE
500,121.15116118686575,115.20309585422731,127.09922651950419,TRUE
