sample_size,repetition,sample_mean
n = 30,432,24.69166416946191
n = 30,433,22.158147912332677
n = 30,434,25.470841926403136
n = 30,435,28.660501370825777
n = 30,436,29.402234984389676
n = 30,437,25.6105093447288
n = 30,438,15.520918939160765
n = 30,439,31.541448003451958
n = 30,440,15.45566044797102
n = 30,441,29.934089202945554
n = 30,442,41.05853554447213
n = 30,443,23.804318308581067
n = 30,444,25.10812187254913
n = 30,445,23.57530242331176
n = 30,446,24.82894277884164
n = 30,447,20.837717998432097
n = 30,448,37.86173490024559
n = 30,449,29.019974026073335
n = 30,450,36.091934678556875
n = 30,451,32.61165514527365
n = 30,452,24.299250985418805
n = 30,453,27.005853048896277
n = 30,454,21.759415068570355
n = 30,455,20.54326480101937
n = 30,456,23.945435388246036
n = 30,457,22.148783997339525
n = 30,458,29.74166439350057
n = 30,459,24.819830492740362
n = 30,460,26.814698147671262
n = 30,461,19.46204177699611
n = 30,462,26.946608402186353
n = 30,463,33.63676062950698
n = 30,464,25.463533147794365
n = 30,465,26.78178880496853
n = 30,466,19.99257690221549
n = 30,467,29.54858864754298
n = 30,468,27.255853406666557
n = 30,469,19.61118507512276
n = 30,470,24.19243858083496
n = 30,471,22.666419512984355
n = 30,472,34.30160989117286
n = 30,473,36.298155687338294
n = 30,474,19.07993422296459
n = 30,475,23.719488577106585
n = 30,476,27.65701711866568
n = 30,477,24.23219249247881
n = 30,478,24.223964218483903
n = 30,479,30.488390064616514
n = 30,480,26.683876133087466
n = 30,481,24.706318841929885
n = 30,482,25.4205861930041
n = 30,483,17.519313086668127
n = 30,484,25.33373936934992
n = 30,485,18.846809521050563
n = 30,486,25.914476544236067
n = 30,487,17.17762546921952
n = 30,488,28.336855945787327
n = 30,489,22.617379319166446
n = 30,490,28.038477833069
n = 30,491,22.46577345740356
n = 30,492,21.68591997168246
n = 30,493,18.822590232281655
n = 30,494,23.97383321348788
n = 30,495,29.01278350394538
n = 30,496,26.330947103011063
n = 30,497,17.764226974743377
n = 30,498,23.51193497564575
n = 30,499,30.481780329731418
n = 30,500,25.893233165386793
n = 100,1,25.535089026861325
n = 100,2,29.70815479669845
n = 100,3,27.025420715369084
n = 100,4,26.471038850001758
n = 100,5,24.40035893731683
n = 100,6,27.811522821327824
n = 100,7,25.782563774078163
n = 100,8,26.24109135531485
n = 100,9,29.355842825405958
n = 100,10,25.74215769940704
n = 100,11,25.1363911796473
n = 100,12,25.666387341272774
n = 100,13,27.24051202243428
n = 100,14,25.322624710392763
n = 100,15,23.937624999089902
n = 100,16,26.21476433700114
n = 100,17,29.255304280498013
n = 100,18,26.90459150143587
n = 100,19,28.320013116858853
n = 100,20,24.54318066691846
n = 100,21,26.518216408428554
n = 100,22,23.106491690299755
n = 100,23,19.242343784589945
n = 100,24,27.461345012812952
n = 100,25,28.90623466763711
n = 100,26,25.493295007648932
n = 100,27,23.436412481858437
n = 100,28,29.71186019927292
n = 100,29,25.127758441369373
n = 100,30,30.565550510761035
n = 100,31,24.272545121070724
n = 100,32,23.47436215218316
n = 100,33,28.170875246912352
n = 100,34,26.544591014114957
n = 100,35,27.591149605560684
n = 100,36,27.784379318337972
n = 100,37,25.825154118877748
n = 100,38,22.733950080784876
n = 100,39,27.18549194344363
n = 100,40,23.553852966147566
n = 100,41,21.33752790648832
n = 100,42,23.577938000711782
n = 100,43,25.48389406711265
n = 100,44,24.656875368282034
n = 100,45,24.630521137875053
n = 100,46,25.462149677088135
n = 100,47,24.659655117325862
n = 100,48,28.957392723177577
n = 100,49,26.392309575040894
n = 100,50,30.18107045180272
n = 100,51,25.369300553625354
n = 100,52,26.142289438926007
n = 100,53,26.716693514674056
n = 100,54,28.01814254279479
n = 100,55,24.09403945305097
n = 100,56,27.23192949367814
n = 100,57,28.54945946036835
n = 100,58,24.61092546792743
n = 100,59,27.121061073884423
n = 100,60,27.03263026039311
n = 100,61,23.956708279581402
n = 100,62,26.93238065419842
n = 100,63,27.19899662438782
n = 100,64,27.987277034302306
n = 100,65,27.68984996881463
n = 100,66,23.368537917561124
n = 100,67,25.11119889870174
n = 100,68,26.88964643740127
n = 100,69,29.29209516010104
n = 100,70,26.77224628170174
n = 100,71,25.41626570574029
n = 100,72,25.34556217278561
n = 100,73,23.77852971366071
n = 100,74,24.586600481570763
n = 100,75,20.824584248686694
n = 100,76,23.857836059295778
n = 100,77,25.51969809713451
n = 100,78,27.816838497630123
n = 100,79,27.911840302906644
n = 100,80,26.442053402762397
n = 100,81,23.662601204564353
n = 100,82,23.55109431180922
n = 100,83,27.574094090873146
n = 100,84,24.419402446896832
n = 100,85,24.76361344788656
n = 100,86,31.139040422449224
n = 100,87,28.934274827268137
n = 100,88,25.489891204608494
n = 100,89,29.039345481473983
n = 100,90,24.524049487111437
n = 100,91,22.06446888847547
n = 100,92,22.335662811385987
n = 100,93,26.04749717445472
n = 100,94,22.04890277000486
n = 100,95,31.57135811295254
n = 100,96,26.453474155498327
n = 100,97,22.545571674127697
n = 100,98,27.928495009205335
n = 100,99,25.64417016664435
n = 100,100,27.46299338745361
n = 100,101,25.59242521676996
n = 100,102,25.12625203808377
n = 100,103,22.157709079063935
n = 100,104,22.281217338606286
n = 100,105,26.623437065639557
n = 100,106,23.579697624080083
n = 100,107,25.335226613843957
n = 100,108,27.22144434471025
n = 100,109,27.821154785483394
n = 100,110,28.080585572381718
n = 100,111,27.24075831691458
n = 100,112,24.32048437310076
n = 100,113,22.778678123666555
n = 100,114,32.07852979016805
n = 100,115,26.768854569351966
n = 100,116,23.400252881612907
n = 100,117,22.69320250811734
n = 100,118,30.80030651660511
n = 100,119,25.257143717473625
n = 100,120,27.428077191414705
n = 100,121,27.636397545679028
n = 100,122,22.926647377620565
n = 100,123,26.41032376928895
n = 100,124,25.116543846139386
n = 100,125,23.27987621217022
n = 100,126,29.03418473699764
n = 100,127,29.317413283286058
n = 100,128,27.35624270794482
n = 100,129,25.94303004351164
n = 100,130,24.058908745994017
n = 100,131,27.95463586635012
n = 100,132,24.628259532986707
n = 100,133,24.625530123422337
n = 100,134,25.336855975171414
n = 100,135,22.873778380364136
n = 100,136,27.168712574244992
n = 100,137,23.647934978705898
n = 100,138,25.42977412555163
n = 100,139,27.584483361920075
n = 100,140,29.12516804592232
n = 100,141,28.280138541094875
n = 100,142,24.366545183521556
n = 100,143,25.016775793530133
n = 100,144,25.174173987764423
n = 100,145,27.532884976353493
n = 100,146,26.534004610605447
n = 100,147,26.45475084499147
n = 100,148,27.23913969409608
n = 100,149,24.14646467175344
n = 100,150,28.262436159952195
n = 100,151,27.613003471409098
n = 100,152,27.13583612669724
n = 100,153,29.79350695996158
n = 100,154,30.76244629750394
n = 100,155,28.156225244058163
n = 100,156,24.620552618594473
n = 100,157,26.026241597266008
n = 100,158,26.358973521067128
n = 100,159,25.323161032625666
n = 100,160,26.351617218503865
n = 100,161,28.815999037951624
n = 100,162,25.1372933326851
n = 100,163,29.642108505883975
n = 100,164,30.041679481341514
n = 100,165,28.989178639136668
n = 100,166,28.12734515544491
n = 100,167,29.042856623940303
n = 100,168,23.25372267082206
n = 100,169,26.151873694619294
n = 100,170,22.63238956688201
n = 100,171,25.606710433988564
n = 100,172,28.25651006814775
n = 100,173,25.053749450841828
n = 100,174,21.467866739334237
n = 100,175,22.816815388436645
n = 100,176,28.187505888634174
n = 100,177,23.486880699080164
n = 100,178,26.250227160298877
n = 100,179,26.07764459244809
n = 100,180,29.598728348857072
n = 100,181,29.54996897859904
n = 100,182,29.87200868750183
n = 100,183,27.31984966340172
n = 100,184,24.082480681030535
n = 100,185,24.498772015002757
n = 100,186,26.86533804056214
n = 100,187,25.31385730363306
n = 100,188,23.667229176095148
n = 100,189,25.15804413649806
n = 100,190,27.579847157786727
n = 100,191,27.1949962314682
n = 100,192,26.655215186974708
n = 100,193,26.863860950127133
n = 100,194,26.39946584712689
n = 100,195,23.623152840823376
n = 100,196,24.39628212093002
n = 100,197,24.79859635880905
n = 100,198,24.390299100911378
n = 100,199,25.906110303700633
n = 100,200,33.02111029851485
n = 100,201,24.193735576163107
n = 100,202,26.981581658692345
n = 100,203,29.198896268169086
n = 100,204,26.491801692865415
n = 100,205,28.39797101447318
n = 100,206,25.448902696237745
n = 100,207,25.838379988042558
n = 100,208,29.134387402360723
n = 100,209,25.10154748570132
n = 100,210,27.503630262320872
n = 100,211,26.669135142631912
n = 100,212,21.03022083550702
n = 100,213,25.70036483217386
n = 100,214,21.919629160477488
n = 100,215,28.605969186834198
n = 100,216,25.213780417882276
n = 100,217,23.46702905858517
n = 100,218,24.37151258429271
n = 100,219,29.042819544557698
n = 100,220,21.60395696675984
n = 100,221,25.271542243296363
n = 100,222,26.39106926523038
n = 100,223,26.242520557061923
n = 100,224,23.75526030933672
n = 100,225,27.30294825256934
n = 100,226,29.14478979344371
n = 100,227,26.463655361640782
n = 100,228,22.45451515530155
n = 100,229,31.035028676845716
n = 100,230,29.661513158132493
n = 100,231,27.706447139013026
n = 100,232,27.047801013002445
n = 100,233,30.851373059262627
n = 100,234,26.858023246748733
n = 100,235,26.7105160441017
n = 100,236,31.16033589368137
n = 100,237,27.238584966784096
n = 100,238,25.273763072437472
n = 100,239,30.07921807063414
n = 100,240,26.244076900607656
n = 100,241,24.921641006341883
n = 100,242,22.96451059983118
n = 100,243,25.04104495317883
n = 100,244,21.83314099195052
n = 100,245,26.29597147973648
n = 100,246,25.3066293332709
n = 100,247,27.294824852446734
n = 100,248,24.167240222990994
n = 100,249,25.66836010420991
n = 100,250,27.65520526479483
n = 100,251,27.610702632354563
n = 100,252,24.23109166021151
n = 100,253,25.33778659293354
n = 100,254,26.14955224708974
n = 100,255,28.710453200538307
n = 100,256,24.99296674431852
n = 100,257,25.15930724440379
n = 100,258,26.515022656738278
n = 100,259,30.037710742689924
n = 100,260,21.24135095580526
n = 100,261,23.64844730362193
n = 100,262,26.19166205672105
n = 100,263,30.10346969528853
n = 100,264,26.056550661829874
n = 100,265,25.764954295128486
n = 100,266,29.57525926238348
n = 100,267,26.277834836502823
n = 100,268,26.946874912787273
n = 100,269,23.354628106321094
n = 100,270,28.02385059651284
n = 100,271,30.814612534437437
n = 100,272,26.670059501358107
n = 100,273,26.783704952395084
n = 100,274,25.896201524019066
n = 100,275,28.31427953935448
n = 100,276,23.97821011646684
n = 100,277,25.371631183736135
n = 100,278,22.28282438674213
n = 100,279,26.5290867094439
n = 100,280,26.38793355147814
n = 100,281,25.734101219632816
n = 100,282,27.073283087415895
n = 100,283,29.386167389306337
n = 100,284,27.121651056017782
n = 100,285,27.099146203989303
n = 100,286,23.025405652119428
n = 100,287,26.24633197417596
n = 100,288,24.836802351154265
n = 100,289,30.033733891725973
n = 100,290,26.859098347957907
n = 100,291,20.011653216830315
n = 100,292,24.060851201116787
n = 100,293,23.65078317619229
n = 100,294,30.15959702864705
n = 100,295,26.022302994864074
n = 100,296,24.25061132021159
n = 100,297,24.767080057258376
n = 100,298,27.917328308457076
n = 100,299,27.392666315224826
n = 100,300,25.730159866947165
n = 100,301,23.347743239431484
n = 100,302,28.3483354100981
n = 100,303,25.03211168528017
n = 100,304,30.313912254180458
n = 100,305,24.522004916228028
n = 100,306,27.00045695240292
n = 100,307,26.44146384531043
n = 100,308,28.506290821185367
n = 100,309,26.365753109803048
n = 100,310,29.011229367796172
n = 100,311,27.669209746291465
n = 100,312,26.813411465915774
n = 100,313,20.499129592843307
n = 100,314,26.237429450550344
n = 100,315,26.37880366610587
n = 100,316,23.035994707001706
n = 100,317,28.907034538930905
n = 100,318,23.852717306330998
n = 100,319,29.821392638318837
n = 100,320,28.780226782650267
n = 100,321,21.91137624331336
n = 100,322,26.58180770902973
n = 100,323,28.253910864677987
n = 100,324,29.023821399048952
n = 100,325,24.873122636774408
n = 100,326,24.19375735584788
n = 100,327,22.956445995209695
n = 100,328,26.499165240197474
n = 100,329,26.252366576944024
n = 100,330,26.182024771163903
n = 100,331,25.442890149193335
n = 100,332,24.960748459134177
n = 100,333,25.579555631928407
n = 100,334,28.170541094352888
n = 100,335,24.283570374899224
n = 100,336,23.211804071044856
n = 100,337,29.1161020544883
n = 100,338,24.53905931230518
n = 100,339,24.817865255697235
n = 100,340,28.509290353572702
n = 100,341,23.039050575567114
n = 100,342,29.343171562548193
n = 100,343,23.568937134914915
n = 100,344,24.05658084065005
n = 100,345,23.566472714616935
n = 100,346,30.545347652789214
n = 100,347,27.851600979766058
n = 100,348,27.100344230748163
n = 100,349,26.392946597853904
n = 100,350,29.544013112776515
n = 100,351,18.27947705130819
n = 100,352,27.210592952218036
n = 100,353,20.890349255735018
n = 100,354,23.126759659496923
n = 100,355,23.035973928723315
n = 100,356,23.27196350588069
n = 100,357,28.761022626043914
n = 100,358,25.310181283352122
n = 100,359,21.241862329015742
n = 100,360,27.140253604446993
n = 100,361,30.05079278906247
n = 100,362,26.573703594062618
n = 100,363,25.496286030243795
n = 100,364,27.076036668860322
n = 100,365,29.6696579873574
n = 100,366,24.709753423859272
n = 100,367,27.626790899570665
n = 100,368,25.362255998518375
n = 100,369,27.15397448355585
n = 100,370,23.265746134798643
n = 100,371,28.833457681539137
n = 100,372,25.852368801632874
n = 100,373,21.73294767622655
n = 100,374,24.326798543684678
n = 100,375,26.0249753155746
n = 100,376,28.219739621383564
n = 100,377,22.089103039215907
n = 100,378,22.81048367463767
n = 100,379,25.45804831029055
n = 100,380,23.77716714940813
n = 100,381,28.281078519368318
n = 100,382,26.749309019589973
n = 100,383,27.665478813107203
n = 100,384,28.32108295100564
n = 100,385,30.071536770940284
n = 100,386,24.55872700341795
n = 100,387,23.86305446734428
n = 100,388,24.94115927009623
n = 100,389,21.93186096627138
n = 100,390,27.717454156347358
n = 100,391,26.39001540179599
n = 100,392,20.739016718122315
n = 100,393,24.672896738041338
n = 100,394,24.7983033396204
n = 100,395,23.575389015578246
n = 100,396,25.526869525741603
n = 100,397,25.47016785250553
n = 100,398,30.012670368905283
n = 100,399,23.2652776233449
n = 100,400,27.98844216408512
n = 100,401,28.307268828960726
n = 100,402,23.86172745146623
n = 100,403,21.557171742612397
n = 100,404,26.67685702905039
n = 100,405,25.430457590681556
n = 100,406,23.95542605183558
n = 100,407,27.38658698960755
n = 100,408,24.445969000176056
n = 100,409,28.0560494201194
n = 100,410,26.380846778608213
n = 100,411,26.231989628621044
n = 100,412,27.037156156215666
n = 100,413,27.040994166382895
n = 100,414,28.085058836392122
n = 100,415,24.739457028962054
n = 100,416,23.309982345397952
n = 100,417,23.651607672915855
n = 100,418,23.570023162444983
n = 100,419,24.659068963591675
n = 100,420,26.392803895513484
n = 100,421,24.83720292410521
n = 100,422,27.508640571403895
n = 100,423,25.24059660537319
n = 100,424,27.63661638203724
n = 100,425,22.733020349090065
n = 100,426,27.208755850037427
n = 100,427,25.521925891435043
n = 100,428,22.94920814129034
n = 100,429,25.82037434275801
n = 100,430,23.7944850744664
n = 100,431,21.790725826477164
n = 100,432,26.609987746329114
n = 100,433,25.826639563265466
n = 100,434,24.859555187425634
n = 100,435,30.036143487408125
n = 100,436,23.29376526542104
n = 100,437,27.84666410318202
n = 100,438,25.662608495311417
n = 100,439,28.589374030867997
n = 100,440,20.30140499531262
n = 100,441,24.44513999481222
n = 100,442,26.35548514423036
n = 100,443,27.44448653169182
n = 100,444,26.766358619395643
n = 100,445,33.29192215740339
n = 100,446,26.757779948014743
n = 100,447,30.61788807671388
n = 100,448,29.43653393828357
n = 100,449,27.626297808754533
n = 100,450,24.133577659796053
n = 100,451,23.024957883082863
n = 100,452,27.84980875819155
n = 100,453,29.619843815296914
n = 100,454,22.769757499882648
n = 100,455,21.56100941919953
n = 100,456,19.815805268562958
n = 100,457,29.08569933644405
n = 100,458,29.15955741414723
n = 100,459,27.68181971405236
n = 100,460,26.859229081643996
n = 100,461,26.72339419805223
n = 100,462,27.645946831067477
n = 100,463,23.574713825452793
n = 100,464,26.668734190771758
n = 100,465,26.61105059249764
n = 100,466,26.112579760037132
n = 100,467,29.471150846857363
n = 100,468,24.5471239362806
n = 100,469,28.08068171142349
n = 100,470,25.874390848347375
n = 100,471,25.282178465107076
n = 100,472,22.24178116658885
n = 100,473,26.685739812166478
n = 100,474,21.17644907539227
n = 100,475,25.520992224117425
n = 100,476,29.144831174132626
n = 100,477,21.143431816047023
n = 100,478,24.783055332228187
n = 100,479,25.577035557323896
n = 100,480,30.93506138547884
n = 100,481,26.01490859878962
n = 100,482,28.657062046517648
n = 100,483,31.30386973055853
n = 100,484,21.541599412990283
n = 100,485,25.95726506185954
n = 100,486,24.08585179704673
n = 100,487,25.657757002508713
n = 100,488,26.81951063098798
n = 100,489,24.83572101152984
n = 100,490,24.373299603178086
n = 100,491,24.525928951408282
n = 100,492,27.418119868808674
n = 100,493,26.913691794295907
n = 100,494,28.849036591109368
n = 100,495,28.31367563891873
n = 100,496,24.848659650933893
n = 100,497,27.75416760622739
n = 100,498,24.23871323323067
n = 100,499,22.581942531961133
n = 100,500,24.469197838919527
